State,County,fips,Year,Female life expectancy (years),"Female life expectancy (national, years)","Female life expectancy (state, years)",Male life expectancy (years),"Male life expectancy (national, years)","Male life expectancy (state, years)"
South Carolina,Pickens County,45077,2010,79.88,80.79,79.17,73.25,76.07,73.68
South Carolina,Richland County,45079,2010,79.97,80.79,79.17,74.70,76.07,73.68
South Carolina,Saluda County,45081,2010,79.87,80.79,79.17,74.60,76.07,73.68
South Carolina,Spartanburg County,45083,2010,78.30,80.79,79.17,73.04,76.07,73.68
South Carolina,Sumter County,45085,2010,78.09,80.79,79.17,72.92,76.07,73.68
South Carolina,Union County,45087,2010,76.41,80.79,79.17,70.42,76.07,73.68
South Carolina,Williamsburg County,45089,2010,76.34,80.79,79.17,69.92,76.07,73.68
South Carolina,York County,45091,2010,80.02,80.79,79.17,75.01,76.07,73.68
South Dakota,Aurora County,46003,2010,82.21,80.79,81.42,77.41,76.07,76.35
South Dakota,Beadle County,46005,2010,81.32,80.79,81.42,75.83,76.07,76.35
South Dakota,Bennett County,46007,2010,77.43,80.79,81.42,69.02,76.07,76.35
South Dakota,Bon Homme County,46009,2010,82.47,80.79,81.42,76.36,76.07,76.35
South Dakota,Brookings County,46011,2010,82.50,80.79,81.42,78.01,76.07,76.35
South Dakota,Brown County,46013,2010,82.32,80.79,81.42,76.90,76.07,76.35
South Dakota,Brule County,46015,2010,81.74,80.79,81.42,75.80,76.07,76.35
South Dakota,Buffalo County,46017,2010,81.32,80.79,81.42,75.83,76.07,76.35
South Dakota,Butte County,46019,2010,81.04,80.79,81.42,76.08,76.07,76.35
South Dakota,Campbell County,46021,2010,82.57,80.79,81.42,77.19,76.07,76.35
South Dakota,Charles Mix County,46023,2010,82.47,80.79,81.42,76.36,76.07,76.35
South Dakota,Clark County,46025,2010,80.42,80.79,81.42,75.80,76.07,76.35
South Dakota,Clay County,46027,2010,82.59,80.79,81.42,77.42,76.07,76.35
South Dakota,Codington County,46029,2010,81.84,80.79,81.42,76.67,76.07,76.35
South Dakota,Corson County,46031,2010,77.74,80.79,81.42,72.83,76.07,76.35
South Dakota,Custer County,46033,2010,78.36,80.79,81.42,68.78,76.07,76.35
South Dakota,Davison County,46035,2010,81.01,80.79,81.42,76.74,76.07,76.35
South Dakota,Day County,46037,2010,79.78,80.79,81.42,77.55,76.07,76.35
South Dakota,Deuel County,46039,2010,81.84,80.79,81.42,76.67,76.07,76.35
South Dakota,Dewey County,46041,2010,77.74,80.79,81.42,72.83,76.07,76.35
South Dakota,Douglas County,46043,2010,82.21,80.79,81.42,77.41,76.07,76.35
South Dakota,Edmunds County,46045,2010,82.57,80.79,81.42,77.19,76.07,76.35
South Dakota,Fall River County,46047,2010,78.36,80.79,81.42,68.78,76.07,76.35
South Dakota,Faulk County,46049,2010,82.32,80.79,81.42,76.90,76.07,76.35
South Dakota,Grant County,46051,2010,81.84,80.79,81.42,76.67,76.07,76.35
South Dakota,Gregory County,46053,2010,81.74,80.79,81.42,75.80,76.07,76.35
South Dakota,Haakon County,46055,2010,82.08,80.79,81.42,77.26,76.07,76.35
South Dakota,Hamlin County,46057,2010,80.42,80.79,81.42,75.80,76.07,76.35
South Dakota,Hand County,46059,2010,81.32,80.79,81.42,75.83,76.07,76.35
South Dakota,Hanson County,46061,2010,81.01,80.79,81.42,76.74,76.07,76.35
South Dakota,Harding County,46063,2010,81.04,80.79,81.42,76.08,76.07,76.35
South Dakota,Hughes County,46065,2010,81.48,80.79,81.42,76.93,76.07,76.35
South Dakota,Hutchinson County,46067,2010,82.21,80.79,81.42,77.41,76.07,76.35
South Dakota,Hyde County,46069,2010,82.32,80.79,81.42,76.90,76.07,76.35
South Dakota,Jackson County,46071,2010,77.43,80.79,81.42,69.02,76.07,76.35
South Dakota,Jerauld County,46073,2010,81.32,80.79,81.42,75.83,76.07,76.35
South Dakota,Jones County,46075,2010,82.08,80.79,81.42,77.26,76.07,76.35
South Dakota,Kingsbury County,46077,2010,80.42,80.79,81.42,75.80,76.07,76.35
South Dakota,Lake County,46079,2010,82.29,80.79,81.42,77.28,76.07,76.35
South Dakota,Lawrence County,46081,2010,81.39,80.79,81.42,76.61,76.07,76.35
South Dakota,Lincoln County,46083,2010,84.11,80.79,81.42,80.04,76.07,76.35
South Dakota,Lyman County,46085,2010,81.48,80.79,81.42,76.93,76.07,76.35
South Dakota,McCook County,46087,2010,81.01,80.79,81.42,76.74,76.07,76.35
South Dakota,McPherson County,46089,2010,82.57,80.79,81.42,77.19,76.07,76.35
South Dakota,Marshall County,46091,2010,79.78,80.79,81.42,77.55,76.07,76.35
South Dakota,Meade County,46093,2010,81.04,80.79,81.42,76.08,76.07,76.35
South Dakota,Mellette County,46095,2010,77.43,80.79,81.42,69.02,76.07,76.35
South Dakota,Miner County,46097,2010,81.01,80.79,81.42,76.74,76.07,76.35
South Dakota,Minnehaha County,46099,2010,81.22,80.79,81.42,76.28,76.07,76.35
South Dakota,Moody County,46101,2010,82.29,80.79,81.42,77.28,76.07,76.35
South Dakota,Oglala Lakota County,46113,2010,78.36,80.79,81.42,68.78,76.07,76.35
South Dakota,Pennington County,46103,2010,82.08,80.79,81.42,77.26,76.07,76.35
South Dakota,Perkins County,46105,2010,81.04,80.79,81.42,76.08,76.07,76.35
South Dakota,Potter County,46107,2010,77.74,80.79,81.42,72.83,76.07,76.35
South Dakota,Roberts County,46109,2010,79.78,80.79,81.42,77.55,76.07,76.35
South Dakota,Sanborn County,46111,2010,81.32,80.79,81.42,75.83,76.07,76.35
South Dakota,Spink County,46115,2010,79.78,80.79,81.42,77.55,76.07,76.35
South Dakota,Stanley County,46117,2010,82.08,80.79,81.42,77.26,76.07,76.35
South Dakota,Sully County,46119,2010,82.08,80.79,81.42,77.26,76.07,76.35
South Dakota,Todd County,46121,2010,77.43,80.79,81.42,69.02,76.07,76.35
South Dakota,Tripp County,46123,2010,81.74,80.79,81.42,75.80,76.07,76.35
South Dakota,Turner County,46125,2010,82.61,80.79,81.42,77.59,76.07,76.35
South Dakota,Union County,46127,2010,82.59,80.79,81.42,77.42,76.07,76.35
South Dakota,Walworth County,46129,2010,82.57,80.79,81.42,77.19,76.07,76.35
South Dakota,Yankton County,46135,2010,82.61,80.79,81.42,77.59,76.07,76.35
South Dakota,Ziebach County,46137,2010,77.74,80.79,81.42,72.83,76.07,76.35
Tennessee,Anderson County,47001,2010,77.71,80.79,78.69,73.80,76.07,73.37
Tennessee,Bedford County,47003,2010,77.94,80.79,78.69,73.89,76.07,73.37
Tennessee,Benton County,47005,2010,76.65,80.79,78.69,68.70,76.07,73.37
Tennessee,Bledsoe County,47007,2010,78.12,80.79,78.69,73.53,76.07,73.37
Tennessee,Blount County,47009,2010,79.88,80.79,78.69,74.26,76.07,73.37
Tennessee,Bradley County,47011,2010,79.20,80.79,78.69,73.59,76.07,73.37
Tennessee,Campbell County,47013,2010,76.66,80.79,78.69,70.57,76.07,73.37
Tennessee,Cannon County,47015,2010,77.72,80.79,78.69,71.87,76.07,73.37
Tennessee,Carroll County,47017,2010,75.84,80.79,78.69,70.86,76.07,73.37
Tennessee,Carter County,47019,2010,78.55,80.79,78.69,72.87,76.07,73.37
Tennessee,Cheatham County,47021,2010,77.37,80.79,78.69,72.90,76.07,73.37
Tennessee,Chester County,47023,2010,79.57,80.79,78.69,73.48,76.07,73.37
Tennessee,Claiborne County,47025,2010,77.52,80.79,78.69,70.26,76.07,73.37
Tennessee,Clay County,47027,2010,77.61,80.79,78.69,71.85,76.07,73.37
Tennessee,Cocke County,47029,2010,77.86,80.79,78.69,70.67,76.07,73.37
Tennessee,Coffee County,47031,2010,77.25,80.79,78.69,72.73,76.07,73.37
Tennessee,Crockett County,47033,2010,78.04,80.79,78.69,71.90,76.07,73.37
Tennessee,Cumberland County,47035,2010,79.82,80.79,78.69,74.77,76.07,73.37
Tennessee,Davidson County,47037,2010,79.10,80.79,78.69,73.65,76.07,73.37
Tennessee,Decatur County,47039,2010,77.73,80.79,78.69,72.01,76.07,73.37
Tennessee,DeKalb County,47041,2010,77.72,80.79,78.69,71.87,76.07,73.37
Tennessee,Dickson County,47043,2010,78.22,80.79,78.69,73.39,76.07,73.37
Tennessee,Dyer County,47045,2010,77.41,80.79,78.69,72.81,76.07,73.37
Tennessee,Fayette County,47047,2010,79.26,80.79,78.69,74.28,76.07,73.37
Tennessee,Fentress County,47049,2010,76.68,80.79,78.69,69.96,76.07,73.37
Tennessee,Franklin County,47051,2010,79.02,80.79,78.69,73.76,76.07,73.37
Tennessee,Gibson County,47053,2010,76.12,80.79,78.69,70.13,76.07,73.37
Tennessee,Giles County,47055,2010,78.57,80.79,78.69,72.39,76.07,73.37
Tennessee,Grainger County,47057,2010,76.75,80.79,78.69,71.75,76.07,73.37
Tennessee,Greene County,47059,2010,77.67,80.79,78.69,71.88,76.07,73.37
Tennessee,Grundy County,47061,2010,76.82,80.79,78.69,68.86,76.07,73.37
Tennessee,Hamblen County,47063,2010,77.42,80.79,78.69,72.40,76.07,73.37
Tennessee,Hamilton County,47065,2010,79.82,80.79,78.69,74.47,76.07,73.37
Tennessee,Hancock County,47067,2010,76.75,80.79,78.69,71.75,76.07,73.37
Tennessee,Hardeman County,47069,2010,76.11,80.79,78.69,72.16,76.07,73.37
Tennessee,Hardin County,47071,2010,77.97,80.79,78.69,71.66,76.07,73.37
Tennessee,Hawkins County,47073,2010,77.39,80.79,78.69,72.37,76.07,73.37
Tennessee,Haywood County,47075,2010,77.30,80.79,78.69,70.54,76.07,73.37
Tennessee,Henderson County,47077,2010,77.37,80.79,78.69,72.18,76.07,73.37
Tennessee,Henry County,47079,2010,77.84,80.79,78.69,70.62,76.07,73.37
Tennessee,Hickman County,47081,2010,78.82,80.79,78.69,72.51,76.07,73.37
Tennessee,Houston County,47083,2010,79.04,80.79,78.69,71.22,76.07,73.37
Tennessee,Humphreys County,47085,2010,78.21,80.79,78.69,73.15,76.07,73.37
Tennessee,Jackson County,47087,2010,77.15,80.79,78.69,72.19,76.07,73.37
Tennessee,Jefferson County,47089,2010,78.09,80.79,78.69,72.87,76.07,73.37
Tennessee,Johnson County,47091,2010,77.51,80.79,78.69,72.71,76.07,73.37
Tennessee,Knox County,47093,2010,79.59,80.79,78.69,73.88,76.07,73.37
Tennessee,Lake County,47095,2010,77.16,80.79,78.69,71.68,76.07,73.37
Tennessee,Lauderdale County,47097,2010,76.69,80.79,78.69,70.72,76.07,73.37
Tennessee,Lawrence County,47099,2010,77.96,80.79,78.69,72.99,76.07,73.37
Tennessee,Lewis County,47101,2010,78.61,80.79,78.69,72.05,76.07,73.37
Tennessee,Lincoln County,47103,2010,78.78,80.79,78.69,73.70,76.07,73.37
Tennessee,Loudon County,47105,2010,80.03,80.79,78.69,75.54,76.07,73.37
Tennessee,McMinn County,47107,2010,77.78,80.79,78.69,72.30,76.07,73.37
Tennessee,McNairy County,47109,2010,77.09,80.79,78.69,70.41,76.07,73.37
Tennessee,Macon County,47111,2010,78.16,80.79,78.69,69.95,76.07,73.37
Tennessee,Madison County,47113,2010,79.18,80.79,78.69,73.77,76.07,73.37
Tennessee,Marion County,47115,2010,78.20,80.79,78.69,71.45,76.07,73.37
Tennessee,Marshall County,47117,2010,77.79,80.79,78.69,72.47,76.07,73.37
Tennessee,Maury County,47119,2010,78.06,80.79,78.69,73.70,76.07,73.37
Tennessee,Meigs County,47121,2010,77.31,80.79,78.69,70.93,76.07,73.37
Tennessee,Monroe County,47123,2010,78.36,80.79,78.69,72.02,76.07,73.37
Tennessee,Montgomery County,47125,2010,77.70,80.79,78.69,74.01,76.07,73.37
Tennessee,Moore County,47127,2010,78.78,80.79,78.69,73.70,76.07,73.37
Tennessee,Morgan County,47129,2010,77.56,80.79,78.69,72.52,76.07,73.37
Tennessee,Obion County,47131,2010,77.16,80.79,78.69,71.68,76.07,73.37
Tennessee,Overton County,47133,2010,77.61,80.79,78.69,71.85,76.07,73.37
Tennessee,Perry County,47135,2010,77.73,80.79,78.69,72.01,76.07,73.37
Tennessee,Pickett County,47137,2010,77.61,80.79,78.69,71.85,76.07,73.37
Tennessee,Polk County,47139,2010,77.89,80.79,78.69,71.68,76.07,73.37
Tennessee,Putnam County,47141,2010,79.48,80.79,78.69,73.47,76.07,73.37
Tennessee,Rhea County,47143,2010,77.31,80.79,78.69,70.93,76.07,73.37
Tennessee,Roane County,47145,2010,78.31,80.79,78.69,72.37,76.07,73.37
Tennessee,Robertson County,47147,2010,77.75,80.79,78.69,73.69,76.07,73.37
Tennessee,Rutherford County,47149,2010,79.68,80.79,78.69,75.62,76.07,73.37
Tennessee,Scott County,47151,2010,76.45,80.79,78.69,72.07,76.07,73.37
Tennessee,Sequatchie County,47153,2010,78.12,80.79,78.69,73.53,76.07,73.37
Tennessee,Sevier County,47155,2010,79.28,80.79,78.69,72.56,76.07,73.37
Tennessee,Shelby County,47157,2010,78.07,80.79,78.69,72.47,76.07,73.37
Tennessee,Smith County,47159,2010,77.15,80.79,78.69,72.19,76.07,73.37
Tennessee,Stewart County,47161,2010,79.04,80.79,78.69,71.22,76.07,73.37
Tennessee,Sullivan County,47163,2010,78.77,80.79,78.69,73.68,76.07,73.37
Tennessee,Sumner County,47165,2010,79.92,80.79,78.69,75.07,76.07,73.37
Tennessee,Tipton County,47167,2010,76.99,80.79,78.69,73.46,76.07,73.37
Tennessee,Trousdale County,47169,2010,78.16,80.79,78.69,69.95,76.07,73.37
Tennessee,Unicoi County,47171,2010,78.11,80.79,78.69,72.89,76.07,73.37
Tennessee,Union County,47173,2010,78.72,80.79,78.69,71.95,76.07,73.37
Tennessee,Van Buren County,47175,2010,78.02,80.79,78.69,72.38,76.07,73.37
Tennessee,Warren County,47177,2010,77.53,80.79,78.69,71.99,76.07,73.37
Tennessee,Washington County,47179,2010,79.67,80.79,78.69,74.08,76.07,73.37
Tennessee,Wayne County,47181,2010,78.61,80.79,78.69,72.05,76.07,73.37
Tennessee,Weakley County,47183,2010,79.07,80.79,78.69,73.27,76.07,73.37
Tennessee,White County,47185,2010,78.02,80.79,78.69,72.38,76.07,73.37
Tennessee,Williamson County,47187,2010,83.40,80.79,78.69,79.30,76.07,73.37
Tennessee,Wilson County,47189,2010,80.31,80.79,78.69,75.15,76.07,73.37
Texas,Anderson County,48001,2010,77.52,80.79,80.41,71.65,76.07,75.81
Texas,Andrews County,48003,2010,78.36,80.79,80.41,74.73,76.07,75.81
Texas,Angelina County,48005,2010,77.53,80.79,80.41,72.58,76.07,75.81
Texas,Aransas County,48007,2010,79.68,80.79,80.41,72.52,76.07,75.81
Texas,Archer County,48009,2010,80.75,80.79,80.41,75.57,76.07,75.81
Texas,Armstrong County,48011,2010,80.33,80.79,80.41,75.25,76.07,75.81
Texas,Atascosa County,48013,2010,80.25,80.79,80.41,74.45,76.07,75.81
Texas,Austin County,48015,2010,80.64,80.79,80.41,76.07,76.07,75.81
Texas,Bailey County,48017,2010,78.61,80.79,80.41,73.68,76.07,75.81
Texas,Bandera County,48019,2010,82.23,80.79,80.41,77.45,76.07,75.81
Texas,Bastrop County,48021,2010,79.82,80.79,80.41,75.60,76.07,75.81
Texas,Baylor County,48023,2010,78.21,80.79,80.41,74.89,76.07,75.81
Texas,Bee County,48025,2010,78.78,80.79,80.41,73.94,76.07,75.81
Texas,Bell County,48027,2010,80.04,80.79,80.41,74.85,76.07,75.81
Texas,Bexar County,48029,2010,80.89,80.79,80.41,75.92,76.07,75.81
Texas,Blanco County,48031,2010,81.53,80.79,80.41,75.63,76.07,75.81
Texas,Borden County,48033,2010,78.54,80.79,80.41,72.60,76.07,75.81
Texas,Bosque County,48035,2010,79.61,80.79,80.41,74.81,76.07,75.81
Texas,Bowie County,48037,2010,78.41,80.79,80.41,72.40,76.07,75.81
Texas,Brazoria County,48039,2010,80.08,80.79,80.41,76.52,76.07,75.81
Texas,Brazos County,48041,2010,81.62,80.79,80.41,77.44,76.07,75.81
Texas,Brewster County,48043,2010,81.54,80.79,80.41,76.76,76.07,75.81
Texas,Briscoe County,48045,2010,80.33,80.79,80.41,75.25,76.07,75.81
Texas,Brooks County,48047,2010,79.47,80.79,80.41,72.44,76.07,75.81
Texas,Brown County,48049,2010,76.98,80.79,80.41,72.85,76.07,75.81
Texas,Burleson County,48051,2010,80.44,80.79,80.41,74.31,76.07,75.81
Texas,Burnet County,48053,2010,81.66,80.79,80.41,76.43,76.07,75.81
Texas,Caldwell County,48055,2010,79.59,80.79,80.41,75.59,76.07,75.81
Texas,Calhoun County,48057,2010,78.76,80.79,80.41,74.70,76.07,75.81
Texas,Callahan County,48059,2010,77.56,80.79,80.41,74.18,76.07,75.81
Texas,Cameron County,48061,2010,82.45,80.79,80.41,76.86,76.07,75.81
Texas,Camp County,48063,2010,77.99,80.79,80.41,72.41,76.07,75.81
Texas,Carson County,48065,2010,80.33,80.79,80.41,75.25,76.07,75.81
Texas,Cass County,48067,2010,77.38,80.79,80.41,72.24,76.07,75.81
Texas,Castro County,48069,2010,79.56,80.79,80.41,75.86,76.07,75.81
Texas,Chambers County,48071,2010,80.04,80.79,80.41,75.48,76.07,75.81
Texas,Cherokee County,48073,2010,78.19,80.79,80.41,73.54,76.07,75.81
Texas,Childress County,48075,2010,79.66,80.79,80.41,75.29,76.07,75.81
Texas,Clay County,48077,2010,77.27,80.79,80.41,73.89,76.07,75.81
Texas,Cochran County,48079,2010,78.61,80.79,80.41,73.68,76.07,75.81
Texas,Coke County,48081,2010,78.98,80.79,80.41,73.78,76.07,75.81
Texas,Coleman County,48083,2010,77.56,80.79,80.41,74.18,76.07,75.81
Texas,Collin County,48085,2010,83.12,80.79,80.41,79.55,76.07,75.81
Texas,Collingsworth County,48087,2010,78.32,80.79,80.41,72.30,76.07,75.81
Texas,Colorado County,48089,2010,79.46,80.79,80.41,75.28,76.07,75.81
Texas,Comal County,48091,2010,81.67,80.79,80.41,76.97,76.07,75.81
Texas,Comanche County,48093,2010,78.44,80.79,80.41,73.18,76.07,75.81
Texas,Concho County,48095,2010,79.67,80.79,80.41,75.07,76.07,75.81
Texas,Cooke County,48097,2010,79.77,80.79,80.41,74.36,76.07,75.81
Texas,Coryell County,48099,2010,79.10,80.79,80.41,75.04,76.07,75.81
Texas,Cottle County,48101,2010,79.59,80.79,80.41,73.83,76.07,75.81
Texas,Crane County,48103,2010,78.57,80.79,80.41,73.04,76.07,75.81
Texas,Crockett County,48105,2010,78.57,80.79,80.41,73.04,76.07,75.81
Texas,Crosby County,48107,2010,78.57,80.79,80.41,74.15,76.07,75.81
Texas,Culberson County,48109,2010,82.19,80.79,80.41,77.15,76.07,75.81
Texas,Dallam County,48111,2010,79.39,80.79,80.41,75.41,76.07,75.81
Texas,Dallas County,48113,2010,80.17,80.79,80.41,75.87,76.07,75.81
Texas,Dawson County,48115,2010,78.61,80.79,80.41,73.68,76.07,75.81
Texas,Deaf Smith County,48117,2010,79.16,80.79,80.41,73.71,76.07,75.81
Texas,Delta County,48119,2010,78.57,80.79,80.41,74.81,76.07,75.81
Texas,Denton County,48121,2010,81.92,80.79,80.41,78.42,76.07,75.81
Texas,DeWitt County,48123,2010,79.80,80.79,80.41,73.97,76.07,75.81
Texas,Dickens County,48125,2010,79.59,80.79,80.41,73.83,76.07,75.81
Texas,Dimmit County,48127,2010,79.39,80.79,80.41,74.01,76.07,75.81
Texas,Donley County,48129,2010,80.33,80.79,80.41,75.25,76.07,75.81
Texas,Duval County,48131,2010,79.47,80.79,80.41,72.44,76.07,75.81
Texas,Eastland County,48133,2010,78.44,80.79,80.41,73.18,76.07,75.81
Texas,Ector County,48135,2010,77.88,80.79,80.41,72.18,76.07,75.81
Texas,Edwards County,48137,2010,80.09,80.79,80.41,75.48,76.07,75.81
Texas,Ellis County,48139,2010,80.37,80.79,80.41,76.06,76.07,75.81
Texas,El Paso County,48141,2010,82.19,80.79,80.41,77.15,76.07,75.81
Texas,Erath County,48143,2010,79.98,80.79,80.41,76.09,76.07,75.81
Texas,Falls County,48145,2010,78.34,80.79,80.41,73.47,76.07,75.81
Texas,Fannin County,48147,2010,78.17,80.79,80.41,73.38,76.07,75.81
Texas,Fayette County,48149,2010,81.04,80.79,80.41,76.29,76.07,75.81
Texas,Fisher County,48151,2010,77.85,80.79,80.41,74.54,76.07,75.81
Texas,Floyd County,48153,2010,78.43,80.79,80.41,74.64,76.07,75.81
Texas,Foard County,48155,2010,79.59,80.79,80.41,73.83,76.07,75.81
Texas,Fort Bend County,48157,2010,82.35,80.79,80.41,79.44,76.07,75.81
Texas,Franklin County,48159,2010,78.57,80.79,80.41,74.81,76.07,75.81
Texas,Freestone County,48161,2010,79.42,80.79,80.41,74.54,76.07,75.81
Texas,Frio County,48163,2010,80.48,80.79,80.41,74.16,76.07,75.81
Texas,Gaines County,48165,2010,78.36,80.79,80.41,74.73,76.07,75.81
Texas,Galveston County,48167,2010,79.75,80.79,80.41,74.55,76.07,75.81
Texas,Garza County,48169,2010,78.81,80.79,80.41,74.19,76.07,75.81
Texas,Gillespie County,48171,2010,81.92,80.79,80.41,76.95,76.07,75.81
Texas,Glasscock County,48173,2010,80.82,80.79,80.41,74.84,76.07,75.81
Texas,Goliad County,48175,2010,79.83,80.79,80.41,74.92,76.07,75.81
Texas,Gonzales County,48177,2010,78.80,80.79,80.41,73.88,76.07,75.81
Texas,Gray County,48179,2010,78.32,80.79,80.41,72.30,76.07,75.81
Texas,Grayson County,48181,2010,79.09,80.79,80.41,73.03,76.07,75.81
Texas,Gregg County,48183,2010,77.23,80.79,80.41,72.64,76.07,75.81
Texas,Grimes County,48185,2010,78.32,80.79,80.41,73.68,76.07,75.81
Texas,Guadalupe County,48187,2010,81.47,80.79,80.41,76.50,76.07,75.81
Texas,Hale County,48189,2010,78.43,80.79,80.41,74.64,76.07,75.81
Texas,Hall County,48191,2010,79.66,80.79,80.41,75.29,76.07,75.81
Texas,Hamilton County,48193,2010,79.61,80.79,80.41,74.81,76.07,75.81
Texas,Hansford County,48195,2010,77.91,80.79,80.41,74.96,76.07,75.81
Texas,Hardeman County,48197,2010,79.66,80.79,80.41,75.29,76.07,75.81
Texas,Hardin County,48199,2010,78.89,80.79,80.41,73.71,76.07,75.81
Texas,Harris County,48201,2010,80.70,80.79,80.41,76.15,76.07,75.81
Texas,Harrison County,48203,2010,79.03,80.79,80.41,72.43,76.07,75.81
Texas,Hartley County,48205,2010,79.39,80.79,80.41,75.41,76.07,75.81
Texas,Haskell County,48207,2010,78.21,80.79,80.41,74.89,76.07,75.81
Texas,Hays County,48209,2010,81.30,80.79,80.41,77.56,76.07,75.81
Texas,Hemphill County,48211,2010,77.24,80.79,80.41,73.56,76.07,75.81
Texas,Henderson County,48213,2010,77.80,80.79,80.41,71.98,76.07,75.81
Texas,Hidalgo County,48215,2010,82.78,80.79,80.41,77.79,76.07,75.81
Texas,Hill County,48217,2010,78.66,80.79,80.41,73.87,76.07,75.81
Texas,Hockley County,48219,2010,78.57,80.79,80.41,74.15,76.07,75.81
Texas,Hood County,48221,2010,80.35,80.79,80.41,76.87,76.07,75.81
Texas,Hopkins County,48223,2010,79.48,80.79,80.41,73.90,76.07,75.81
Texas,Houston County,48225,2010,77.82,80.79,80.41,73.33,76.07,75.81
Texas,Howard County,48227,2010,78.54,80.79,80.41,72.60,76.07,75.81
Texas,Hudspeth County,48229,2010,82.19,80.79,80.41,77.15,76.07,75.81
Texas,Hunt County,48231,2010,78.17,80.79,80.41,72.83,76.07,75.81
Texas,Hutchinson County,48233,2010,77.24,80.79,80.41,73.56,76.07,75.81
Texas,Irion County,48235,2010,79.09,80.79,80.41,74.60,76.07,75.81
Texas,Jack County,48237,2010,80.75,80.79,80.41,75.57,76.07,75.81
Texas,Jackson County,48239,2010,79.79,80.79,80.41,73.96,76.07,75.81
Texas,Jasper County,48241,2010,78.41,80.79,80.41,72.35,76.07,75.81
Texas,Jeff Davis County,48243,2010,82.19,80.79,80.41,77.15,76.07,75.81
Texas,Jefferson County,48245,2010,78.70,80.79,80.41,72.90,76.07,75.81
Texas,Jim Hogg County,48247,2010,79.47,80.79,80.41,72.44,76.07,75.81
Texas,Jim Wells County,48249,2010,78.95,80.79,80.41,72.85,76.07,75.81
Texas,Johnson County,48251,2010,79.14,80.79,80.41,74.02,76.07,75.81
Texas,Jones County,48253,2010,77.85,80.79,80.41,74.54,76.07,75.81
Texas,Karnes County,48255,2010,78.80,80.79,80.41,73.88,76.07,75.81
Texas,Kaufman County,48257,2010,78.72,80.79,80.41,74.07,76.07,75.81
Texas,Kendall County,48259,2010,82.45,80.79,80.41,77.92,76.07,75.81
Texas,Kenedy County,48261,2010,79.45,80.79,80.41,74.78,76.07,75.81
Texas,Kent County,48263,2010,77.85,80.79,80.41,74.54,76.07,75.81
Texas,Kerr County,48265,2010,82.11,80.79,80.41,75.05,76.07,75.81
Texas,Kimble County,48267,2010,81.15,80.79,80.41,75.13,76.07,75.81
Texas,King County,48269,2010,79.59,80.79,80.41,73.83,76.07,75.81
Texas,Kinney County,48271,2010,81.26,80.79,80.41,75.42,76.07,75.81
Texas,Kleberg County,48273,2010,79.63,80.79,80.41,73.31,76.07,75.81
Texas,Knox County,48275,2010,78.21,80.79,80.41,74.89,76.07,75.81
Texas,Lamar County,48277,2010,77.41,80.79,80.41,72.53,76.07,75.81
Texas,Lamb County,48279,2010,78.80,80.79,80.41,74.01,76.07,75.81
Texas,Lampasas County,48281,2010,79.18,80.79,80.41,76.01,76.07,75.81
Texas,La Salle County,48283,2010,80.48,80.79,80.41,74.16,76.07,75.81
Texas,Lavaca County,48285,2010,81.82,80.79,80.41,76.33,76.07,75.81
Texas,Lee County,48287,2010,80.90,80.79,80.41,75.53,76.07,75.81
Texas,Leon County,48289,2010,79.46,80.79,80.41,73.47,76.07,75.81
Texas,Liberty County,48291,2010,76.65,80.79,80.41,71.63,76.07,75.81
Texas,Limestone County,48293,2010,77.32,80.79,80.41,72.40,76.07,75.81
Texas,Lipscomb County,48295,2010,77.24,80.79,80.41,73.56,76.07,75.81
Texas,Live Oak County,48297,2010,80.25,80.79,80.41,74.45,76.07,75.81
Texas,Llano County,48299,2010,81.53,80.79,80.41,75.63,76.07,75.81
Texas,Loving County,48301,2010,77.88,80.79,80.41,72.18,76.07,75.81
Texas,Lubbock County,48303,2010,78.24,80.79,80.41,74.19,76.07,75.81
Texas,Lynn County,48305,2010,78.57,80.79,80.41,74.15,76.07,75.81
Texas,McCulloch County,48307,2010,79.67,80.79,80.41,75.07,76.07,75.81
Texas,McLennan County,48309,2010,79.66,80.79,80.41,74.61,76.07,75.81
Texas,McMullen County,48311,2010,80.48,80.79,80.41,74.16,76.07,75.81
Texas,Madison County,48313,2010,78.68,80.79,80.41,73.21,76.07,75.81
Texas,Marion County,48315,2010,77.38,80.79,80.41,72.24,76.07,75.81
Texas,Martin County,48317,2010,78.54,80.79,80.41,72.60,76.07,75.81
Texas,Mason County,48319,2010,81.92,80.79,80.41,76.95,76.07,75.81
Texas,Matagorda County,48321,2010,79.40,80.79,80.41,74.23,76.07,75.81
Texas,Maverick County,48323,2010,81.26,80.79,80.41,75.42,76.07,75.81
Texas,Medina County,48325,2010,80.13,80.79,80.41,76.32,76.07,75.81
Texas,Menard County,48327,2010,81.92,80.79,80.41,76.95,76.07,75.81
Texas,Midland County,48329,2010,80.82,80.79,80.41,74.84,76.07,75.81
Texas,Milam County,48331,2010,79.20,80.79,80.41,74.34,76.07,75.81
Texas,Mills County,48333,2010,79.61,80.79,80.41,74.81,76.07,75.81
Texas,Mitchell County,48335,2010,78.26,80.79,80.41,72.83,76.07,75.81
Texas,Montague County,48337,2010,77.27,80.79,80.41,73.89,76.07,75.81
Texas,Montgomery County,48339,2010,80.90,80.79,80.41,76.19,76.07,75.81
